user_id,credit_score,location_category
e1b8f5d1-79cb-47b8-93b2-ed9bc3228a52,418,4
e37776da-993f-4151-b0cb-82db20ab18c6,662,5
18a4f9d4-43cb-4217-9510-b959358fbad5,718,3
dd9da803-cfd0-45fc-8a05-0a3c6129959b,595,4
fca26d96-77fd-40ab-9824-4d2cb1f031c2,573,5
a14acf4d-a562-4235-8b44-af6f57618ffe,355,2
237d0a4c-2d20-4e4f-9aad-8947b71ba6f6,803,1
43eb2bb4-d8ad-4ffe-87d8-539c063db024,702,2
7ef76a92-e106-4749-844a-02b549450758,628,1
cb71229d-0e74-49ef-84b2-a4d93233e08e,337,4
e3f104fd-ac9f-4a64-9a2a-0bafae434fc0,464,3
60a3684c-0f4e-4325-b816-0e07f3a4399b,810,4
22a69c2d-6295-463b-862b-2cbc65d9af2a,676,5
0770c832-9cdf-4f22-b4a9-f048f37d7a5b,390,3
7b240145-c81b-4f00-aa03-b4a0dd367eef,748,4
387bffa9-3939-4a78-b23c-501551ddf07d,581,1
fb0e07a0-c484-4061-9529-a1738a22e37b,721,4
579626d5-cdbd-4e0c-b2de-39325ca11fa0,352,2
660d42db-6501-449b-9c1c-33eda66df3f1,434,3
01aad4fc-77db-4721-8aa3-7838c4b22609,558,3
11567b39-fed4-4db8-8e3f-357e3691f98d,781,3
d16cc5c7-e62f-4a71-a16d-1bd70f320984,786,2
c2f13b04-41fe-40aa-b088-375b065aff16,830,3
899f3c61-9fb0-420d-b51d-462e6adbde44,693,4
47454402-5d99-43fb-99cc-cbe6fcbf6980,826,1
5e0e2e95-a9e8-4c61-99e2-f2c1a2124b2e,773,4
c99ceae6-0651-444d-ac83-6e50a8c1c598,690,5
f05c96d2-502e-4e4c-80f7-7980102a9309,687,3
df4620f6-2c72-4825-b438-3caff4eb6c07,493,1
e8e8437b-ceb4-4788-8d03-15d615ef12b5,595,3
