user_id,credit_score,location_category
824ab31b-4d88-43ea-a658-995fdc312ebf,541,1
cb7f86c5-5f8f-4ff9-97d3-ad8e2a7911b0,500,3
48cc2a7b-f07f-440a-97ea-51c92663c583,511,4
49230393-83eb-4b0f-b599-42f23eb39cb6,552,5
70713071-49da-4ad8-bbb4-4e6a115dda65,689,1
4814f215-0b01-4cbe-9584-2044fecd1cf4,523,5
f48f79c6-0003-4215-8ddc-e14dc8b9fdf0,600,5
c849e715-38e0-4d09-8c0e-719c097987c6,645,3
44674f81-84c7-4142-becf-d04636746632,689,1
b9d7e701-6cab-4dd0-b807-408ae285ea27,846,1
b06690f6-5e67-4243-a832-2a24bf5e1607,538,5
a89fab9a-f504-4b97-a56a-651d31c7c337,309,3
72b47968-bc1d-4efc-af88-f11b6d9ecf3f,620,5
32c8c5ac-7142-447c-968a-c762eea830c9,476,5
64060204-7b1a-4834-8eec-ac6b9e9366b5,555,2
62acb39e-bcb7-4975-bfdc-3dc6a08994dd,304,4
64513840-f7fe-408b-89f2-2ae11dbcfdb9,445,3
2b7bb811-af66-4310-aa45-e0f4f240bac3,478,5
9c98622b-5847-4de5-bd44-75f32a472d59,703,1
aa283594-df34-43bf-9aee-82eeb6d7342a,550,5
135d8e6d-2e6f-4c7f-8c88-f6ba4b9612d0,532,1
5f9021cb-f464-424d-9446-92f1e6c7bc04,444,1
8ffa22e5-30a7-4c0b-838b-edfe128e4fa6,760,3
740ce634-5aca-4c9e-a411-d136244173b0,591,1
9b2dc7ab-ecb8-4274-b46d-5de95fd8406a,749,1
6e040e69-7c33-4b82-8aa5-54b457deb9c4,364,5
1a3b1766-4fa7-4a92-90e8-da32d4278bd0,581,5
ba3b1a9a-7858-484e-9984-c937eb3fea49,536,4
cf93e9f1-05f7-491d-ba30-689b61dd4830,418,1
626ba200-fe1e-4971-a81f-0ca94bb9c098,673,5
