user_id,purchase_history
0daa7791-4525-4aec-ab7e-2729eaa63cb4,12
71193409-cfc0-45ef-99d6-3182e31c7e3a,35
cba8678f-272e-4ef7-bbf6-e60b026e3752,8
9aafbf28-e2c0-4de6-9f2f-eeaae91b1829,1
196a5ec0-e0c8-4f67-92ec-dccec77c3b85,28
f0c2960c-8640-4c0b-863d-c4ee7eabdb76,17
8e951579-cc8c-43bc-bd00-9d9eec73d925,6
1f49f20f-ed8c-41cc-8e43-9f5678481bee,13
f4105ed8-f7d6-4c2b-9205-782a8babb93e,47
247f45b5-96d7-4c6a-a3de-7540b172453a,0
7d5434fe-81f8-4466-8ea7-f90fa47b2663,37
2c6e43d5-f7ae-4194-9aae-68df86400f4e,45
db42a79c-d3a6-4faf-b0a1-6996a84fccac,26
f12525b1-cbf0-4f60-98ae-412cb03b451c,8
fbdefa69-4e15-430a-b502-88f8b2a2c5bf,6
43d27fde-b7b3-45ba-a730-2a942f8dc03e,17
27da2add-a2b5-4ff8-a2e8-c7dfc336f4c5,32
8a6bf63b-8011-4fd0-a8b3-0e29b2d81f47,24
609ad858-af34-4b46-bb68-76534debe7ba,33
ddbde3f0-e35e-4aef-a6ec-d02224e1db83,27
f0a03c10-755d-4131-a8de-54e1467361af,40
345ef14a-bb2d-45ec-8280-da5b5f6a2662,31
14d2890f-bd08-43bc-9512-7df889f24a7c,21
c69623f6-b1c5-4d74-8a75-f538796a2d18,50
104f8b89-396d-4a8a-a72e-71e62c4eaad1,34
166205e0-46d6-4435-ae53-7fc865b82e90,32
7e9e0297-1d1a-46e8-87f0-1b2d1c234d9f,15
afbdc84e-5c52-4734-8fa6-e59dc239e142,35
b555751e-9c88-41bd-bfd8-b512f164ee75,5
6511353a-5aab-41db-80df-a2e6b66b68f6,7
7cc8eb20-001c-43bb-a901-ee9b4c7ac18c,43
96614b87-0845-49d4-b9c6-35be1f26d569,30
9edb567b-056b-435e-8f00-8c3858fd4b14,28
d8d994f5-5805-4ae9-bd42-e58c745d0cb0,2
732dcaaa-adfd-4ea2-8699-b339d624288b,20
d3737e14-f700-494a-bd0a-9c37adca8c0f,20
8e99344d-1f89-409c-b91d-4c276fd7ce75,8
4eb743ef-1aec-44fe-a347-feb6602c3cc7,6
36e6fdd9-eb55-4574-bed9-8138c9fd755f,9
7670637f-d7c4-4345-8cfa-f9ea5f1fa9af,14
efe02e11-c351-472f-8fdf-06f38ce9a2ab,15
a79f3d50-1d1f-4a52-96f2-0f0557c63b72,19
dfcf282d-bc77-4c10-abd8-d11448d99f51,11
7254e67c-ba85-4b01-80b1-0b8e68511281,7
9bc4599b-56c6-44dd-87a9-33b14df57194,7
db886dc7-0f58-4883-a04a-2707a7ec4c33,10
3b39b2ff-4a9f-4ebe-9ecf-fac12e82887b,16
024c96e2-0ad3-4993-b3cb-7b6fb9a7939b,31
284d97b2-43df-4e7d-a92c-7e870bbad171,21
033a8600-2ba4-4693-9a65-ae6e831a6c83,7
bb53538b-4183-43dc-8504-b4de824153d8,50
b9716a31-c746-4bbc-ae2f-75d32c79a4aa,0
19dae2b9-02be-4db1-8995-8ca69a856460,30
a642704a-70b3-41b6-8d8b-7c0ec2b967cc,7
c4d3acc0-51b5-4b89-ae74-85b73eb7f18d,46
95d02df8-3718-4833-809a-9b4c1f544156,0
23b7969c-66ec-4b8d-9826-6828cb3c4bdf,19
fab091d8-e4cc-4d69-bbd8-ba6aeb507d32,13
04ea2552-ba23-4d77-ae78-385aebea0be8,15
439f0af3-2ac4-4481-84ec-0104da53378b,43
