user_id,web_visits
48a8eb46-ed43-49a0-a7ff-36392c2b428b,6
acbf01e8-5117-4a4d-a427-556fa2ff23c1,50
62562727-475e-4389-b4d2-9f704cbbc357,8
0a95bf9f-f5d4-4f05-a2a1-b249945dafbe,22
631dd16a-3e0f-4794-81e5-9d17ea413da7,92
fb7d4773-1087-4d3d-8417-eac207bc05e6,31
3f462c97-668c-4d17-81ba-b64630e6161e,42
9ffdff51-e2f1-495f-b284-25aafe4dbeaf,38
384f6934-cd6b-40e5-9d45-570228a8f2bb,57
2b3249bf-073b-4b60-bd4c-40fb9166e8d5,44
247f45b5-96d7-4c6a-a3de-7540b172453a,41
2dc1c917-3014-4282-a968-8615d364159c,20
6183785b-697c-484b-84d0-62a17e4fda02,84
3f128583-b969-48fa-ab4d-448575d4286a,54
a67420c4-ca32-4096-89e7-2274741bc49c,13
3b9bb3c9-7cab-4b4d-b5eb-baab50b1b232,36
dba9c390-3d99-47b8-b118-8195bb15c3b8,91
06a2b337-0495-48be-ad0e-6f17ae833c2b,34
84e3bbb8-72b0-4fd6-9035-4cfea4e88f25,98
b21b5808-5ef4-44cb-8fb7-a4986473c518,96
78bac7d4-81a7-49f1-95a2-02058b6b70dc,89
6eeae548-9c0b-42d0-a943-a367aa0990e5,38
d01fbe88-c73d-4633-909b-d891ae28114b,84
67dd6e50-ff12-4401-981d-882c08a2079c,100
d425e5f2-b79a-42c8-baf3-2942e291b75b,23
dfcf282d-bc77-4c10-abd8-d11448d99f51,42
773fbeb9-f923-47fd-bdfe-9b8738635b00,26
d88e9ada-d336-465d-86bb-11ae47a58bb0,13
2961339f-ef2b-4d72-8d20-764c90b0b4f6,30
9f9e0a6f-abf0-49ba-8e3b-214f8067c891,50
41310d93-d8e0-41f1-b0cb-0be9bd196ff9,71
7ebdf14e-27d5-4bc2-a8af-c4b52a44f2a8,39
e0ae54ad-176c-43ce-9bd8-886e0bdb41a2,9
3b4d5b32-2331-47ad-944a-ed6b2aed38f2,9
349a54b3-498e-45d7-a248-3a108ab65845,48
7918656b-8c00-4308-8fd8-5022762587c7,35
a6f715d7-8ee4-4288-a1bf-55d22f777aed,56
a7176558-36d1-4027-a674-6b2e6bf6a1a4,40
be3c085c-4852-4412-841f-930415357efe,22
adc1f38e-383e-47e0-840c-846de383823d,18
15aaa168-b5c3-4cb4-b981-6bb2e7d40a6b,93
3fc84fcc-4863-4caa-ad20-af0f21c60676,43
28fff855-99b1-4d7f-8056-6a40e185cb70,45
9fd10bf7-129c-4656-9156-dae593c71d55,31
dab04a70-f36e-4dff-82d9-65841ce777a8,25
3ec8ddf0-d050-4308-be19-4015e7f43314,76
9898dcfb-12e8-420d-8faf-624766e1d002,39
ca95f54b-7980-431c-bf30-b89ee1e4e512,67
cb9561c4-5e84-4f43-8a1e-f5cc536471d8,82
4449cba6-f299-424b-bafa-e2be372e375a,85
02d8a5d5-188c-4d35-a6cf-058f544f3ba0,69
907ba305-5bca-402f-9fe5-ae3b957e1584,98
b3ff81d9-ce7a-4d84-aadc-1c72932058f0,24
df296657-7c13-48f4-860d-c5f11ecfad20,16
f384ce92-e7b4-4c96-91f9-e11d3e2e1e99,31
b612c071-845b-423b-a2f6-8c9d2862c610,47
710f557a-f4c4-4da8-9f64-a4cb881d68a7,54
1ad3a194-295c-47ed-9ff3-bd0afe98defe,90
5ca2be8f-b271-4e61-8706-79a058f87e64,51
1ff921a4-6940-424c-a06d-a3b11bdd3d55,95
89e50ed6-69b7-48ef-b7a4-dcad16b4fc0d,70
136e2734-25ec-4508-8f58-b64afd316910,84
b1e73aae-6a5d-4233-9174-0e59d6c80788,8
744243b0-8865-4c56-95bb-6d1bf72e200d,96
d9578e0c-ff75-493a-9e8e-f5be43d646c4,40
6b651c23-9a42-4409-99f3-73581c170d47,47
fdca3b95-afe9-4992-915a-3fe9b0529e11,53
7c5b585b-18ac-4102-9ae1-845e97a8b330,31
9f2d2306-8983-45e5-9cf1-737e8e12d00f,22
1fc489cb-57ee-4436-84d5-e95e065c2c11,60
544ac893-c842-4d26-9a39-7975529c305d,48
d41e10e1-b8ee-4ac0-a3ac-b3a75a298f9f,53
490afc4d-4372-4a94-bab8-8023e3f2ad66,9
dbd4e89f-2ca5-490b-9147-7ea86143355d,33
c7c03e39-317f-4752-8ca6-3ba0bb8a2ca8,99
fd4f6a74-1808-4695-a2c8-7088ee988767,95
fece93b2-48b3-463f-8b28-2baa51af6545,43
322d0c15-cf7d-4cb7-b9d7-ba76b653b43e,40
7bdaff65-e601-434f-ac6f-d2fc0a85a4d4,70
f03d8072-679b-4bbe-92cb-4e3dadc9fcb7,22
99e5f74d-8ca0-41cb-a7ba-4b679aa7e9ec,8
e791fee8-92b3-4737-b9a2-47d60335ff50,61
efb01648-0dd7-4eea-8fae-244603825dc9,17
b2d2497d-e700-4b66-99c5-6e2aef9a76bb,29
c88ad6a3-0203-43aa-8f36-c048c72980fb,95
ff1e1867-9066-4f97-bd34-827fb51a18cf,33
32e00218-fe64-4a09-a46d-400371f88631,27
cced87ef-f096-4feb-9183-9e710b051051,10
30b81122-742b-4da6-b433-0607ddf6b0a7,73
e759ada0-b4bc-4404-9df9-8d1687e7b763,29
562f8a10-8f55-428b-8d9a-44f7d3d20251,68
cce6cba0-0a8d-4a34-b7e5-cc7e817b2641,99
cddcb477-733d-45c2-9656-883f641b3f7b,14
0b53624d-7f7d-4b60-b801-ca4c5cca416b,40
f6b6ec51-43f6-4842-b3b2-328283a887c1,88
3b93612f-761a-48a8-b330-a7f0f0c2926d,54
3772f5d2-acd7-4fb6-a9ea-0dfa21ee8c25,62
7aed9f2d-0b20-4898-80c4-85f23aa2de3f,13
71492c70-c9e0-47a8-a531-192c08bb8803,43
28890b84-48a8-4f0f-9639-fabe6a7c30f7,43
3316042e-f309-407c-a82d-803a6c5600f9,54
1bd54f8a-4642-4a20-850c-fd33e2901b76,17
db4adeef-0fc2-4f19-a7d1-9b6bd1f1cd25,68
28610d92-8314-4b5e-bf93-2bc25fad5b3e,79
8ee0e8ec-ea29-45c3-a5bf-2b11df817d5e,88
ac2db0b9-ae48-448c-9cde-cb852bdd4f62,50
d9b478ad-bc2c-44e4-85a5-29154f7b5972,100
1483181a-6105-4d4b-b990-e39ddd3c20d5,19
89f85677-47df-4e79-b6e6-78620f0d144d,96
188f271b-f0ad-40ad-b1a2-2c675ac703a4,39
fd0e834b-4d55-4f6b-a4a1-af6d22c6644b,69
d6a8c5a5-2ad8-4bb5-9281-a6d4ee37b800,94
30b21ef1-cf47-4d87-a9c8-73df85b3495d,60
4195b54d-4f15-467a-8a62-939b1651aa34,9
ec21ed06-e20e-4320-a53f-e09a262d6173,26
90efa7a9-2e1a-4062-b31b-d4e4623736a6,98
ccc4b236-10cd-4d2e-83db-a3bc3f9062eb,75
d3cc835b-2245-4740-9635-d6b5de107e42,32
7aa34e92-db0d-4c20-9f9a-a157781a7e85,47
a9307eee-1384-4e1f-8725-8235c94df202,75
0e959e56-2d39-418f-b7c4-98c6994e0a7f,23
8e99344d-1f89-409c-b91d-4c276fd7ce75,29
88aacd6a-e899-4bdb-a524-3e9887bfdb72,59
7708d332-787e-46b0-9c83-e21c572fd27c,53
289d2f3e-14ea-4ddf-9b4d-3a9c87c92084,66
ca6326d5-ea41-48dc-b7b6-2e67b30a85e1,41
f99cd836-2395-451a-9422-2828db3822b2,60
a642704a-70b3-41b6-8d8b-7c0ec2b967cc,42
36d7815f-4b2e-405f-86c7-2baa870d95fe,75
5ac76a09-e380-43a3-9c50-b662ee408fe0,84
cba8678f-272e-4ef7-bbf6-e60b026e3752,26
fab091d8-e4cc-4d69-bbd8-ba6aeb507d32,38
5529509e-4421-443b-b997-21fdf3160b1f,10
f65b2f75-dc6e-42a4-b8d7-e1f5f0968031,59
c36dcb08-3f9d-4b79-aadf-87ddbc463e9a,22
1a7de6a6-6e35-4028-be9b-89766e646585,34
d1d418e2-8453-42e5-9252-6a9cd973bcdd,75
75176b58-2ed6-4cf2-ad7d-40afca0a4d84,47
3faa1949-396a-4a5c-8f74-0708f2cbe926,84
7c37c037-c57b-406c-be0e-94c32c6629cf,26
3b39b2ff-4a9f-4ebe-9ecf-fac12e82887b,44
f1052bf8-19df-4ec5-9cf3-33d954cd49ed,7
76129596-8146-4bdb-98bd-2b8bbdf3d3ea,87
5b54da47-e52b-4963-af2f-84d9100381db,44
9e48bad9-be35-40cf-a7be-120c6997d57f,29
5f0fdd24-dda4-40f4-b2c7-2ad23cc5e482,94
ba52ae1d-bfa2-43cf-b4fc-2438b310cdeb,29
f416943c-5cd2-4ad0-b7ca-a56595781220,43
9e77928e-42c9-446e-992c-eaf3cfef5710,45
16a151d4-20e9-4791-908a-6c43779b1f11,67
dd6ef0d2-5d67-46d3-b42d-3f105da59afa,17
86b98047-4038-4cdc-a61a-68ae2824d0b6,62
6d971428-233a-41f2-9fac-04a33f6ff4e0,25
b3fad63c-b1a7-4f32-b3d6-4037c39780ed,24
40e88b44-731d-4748-ad90-d4ed8100c399,60
7e6e6f2e-e52f-489f-b702-ec7bfe66c5dd,68
f24f68a0-376b-4908-9480-2bceed5bf644,64
b555751e-9c88-41bd-bfd8-b512f164ee75,31
dc720962-9258-4c87-843d-91ea51dd5682,67
e077b220-5b24-4c88-b2a2-d7aa46aef868,28
d22b57ba-e1ab-47a6-bee9-cd737a96b6b0,99
b9d51047-2b21-48fe-be18-e693e113f63c,7
650c10c5-7f5a-4df0-adcc-5e29f3da7803,5
01b5d983-21bd-4b87-98b7-6d58cd62841e,82
7abf7cb9-fec4-4257-965a-45b8be30f5e4,38
86be3a2e-78a1-4f04-80ef-ffae46110ae1,48
6aa39052-c012-4018-92dd-240d44fd9a19,43
e4e3d5b8-7e16-4048-b365-03ea4bc03f8b,49
fa4d7f77-1b47-4310-a585-8448924e5c69,93
a575633d-66e2-45c7-bdae-1672f18595cc,90
704f1b61-60e4-4128-bdd4-19597cd18867,97
2ad9fd74-3e7e-49c8-9bf8-d8469072928e,23
04ba95d7-d777-4c46-9a9b-9ee819934488,73
63326fce-d717-431c-aac9-2d732f12d535,11
75bec1bc-77aa-411a-bbd4-7a2224a45f15,25
4dec10e6-34ea-47e1-8d5e-af11d66296a8,33
e464b33a-a55b-46fa-afd4-f7caaa75025c,33
9edae4cc-625a-4ca4-a0cd-d2ab30d7ffc1,57
9f38e191-5914-483c-89ec-c5e260398e98,17
f0e3fff4-f25e-467f-ba53-7a30d28e79a6,70
dd9aa4ca-9d0e-4edf-a493-870132053d63,5
97740eaf-6443-48d8-b3e8-cf978fe6cce9,87
aa39f366-bad3-410c-a26e-5deb8aa13e0c,47
a85f1073-6cf9-4d7b-a7b0-e1b321ab85f2,62
feee8c3c-3832-4c90-a9eb-8e612c961b84,62
d8297d4b-5bc2-439a-a597-76767834ede8,67
36823f73-2118-4f5f-a16b-061b08c825b6,77
56558cf8-736c-4809-ad88-854ad72263a8,89
70d8e9fd-0a86-41c1-bee8-28eee6c6bd8d,15
56be923e-3144-4bde-9899-b612db709de8,49
668a00ce-66a1-4480-9b56-76651f494428,44
7fee68ef-92e6-4f35-ae35-0b38e7d56e3c,6
b80f0efe-e430-4244-87a7-6bc0adc1ca00,14
a4471441-0b5e-439b-bad3-00dcd0b148d3,22
32e8c2df-9ff3-4cd9-baa3-daf78d34080c,80
aab5d1c6-ce2b-4f6c-bd34-99194427c886,36
8b8951fe-0f8f-4e41-aa47-d8a9eb670f0b,11
aad1f6fd-04d3-474f-8f3a-fde0ef6e87bf,29
d1a40e16-bc8e-4447-9bc8-9a073128599b,47
71b10549-552f-4ba6-b6d1-d6b037063fe2,43
38b0c784-4b2a-4316-87f1-2f3c8e9899b2,76
55d5b278-5a19-4c7e-9ff0-e9fa182493af,34
8f4f0a49-41d5-4c47-827d-1658f0184c21,52
012fe468-d6ad-4f4f-98ef-883594c439fa,76
510eef98-64ab-4c2c-a474-033fdf1ba49b,17
383677cd-aa9f-4602-b4e6-38bb2a9e41d1,87
13dc0155-1fa1-4747-a64a-a38be5c9e719,98
9c84bba2-00eb-4e5c-a217-9b4fa4cbb59e,89
b3bd7eb1-f49e-4039-a625-c5ac0617c1b9,53
88f222b9-2148-453e-bfa7-0508b69d64cc,61
419c32df-4097-42b7-aa60-0700e8f63bf5,13
8ec81d57-dd00-4f68-a1df-c1a055a1bc1a,38
