user_id,credit_score,location_category
48322e9e-3f45-41e8-ba89-c37adb5c30af,443,1
89dbf253-9a73-4bc3-97e2-4afbe79c8b26,501,2
a9f83543-c852-4bc7-9290-bcce189f6c76,549,1
1bb02832-f436-4bd6-8b53-bc881c85c687,306,1
27d763be-26ef-4a76-abcd-2944cd268391,631,3
38845bbe-c293-431d-a586-0c6f7aeaabe3,421,4
78569b66-2683-4d0f-9a1b-7ed9d6054af2,311,3
4eb743ef-1aec-44fe-a347-feb6602c3cc7,600,2
7bec56d1-ecc7-48bc-9b52-027ec525e8c1,841,2
7aa34e92-db0d-4c20-9f9a-a157781a7e85,633,2
7e175bce-a005-468d-a688-abd091cd806f,690,2
790df1d5-5cc9-4923-b56d-43276b00f737,372,3
d6e7b044-b619-4e3b-8884-3b390cc4d8d1,645,1
6a66759a-d692-449e-8fc1-e2b73f24b14c,342,1
d5487315-e707-4947-bac6-ed583def96f7,354,4
91b30ae9-f308-4425-8650-d1a49b9b112a,503,5
2288f00a-0c55-4b3d-9745-005741c89eaa,768,4
5d0d277e-f6e2-4a5e-99eb-6287a01d039f,770,4
330354d8-e5da-43b1-86a7-e3696a6371b3,512,5
55dd42b8-f4cd-4c55-a15e-7172d7d88d98,604,5
60982239-9bdd-4ca6-af65-0b869fdf236c,666,5
7eccd7f0-6805-41e7-92bd-a055fe771d86,704,4
275e633f-9d82-4d18-a54f-026de483bab1,661,2
608fc77a-8112-4dec-a358-01a8aee9b927,516,4
0bd9143c-b241-44df-8669-3f82132da7ab,549,2
869bc7b8-afd3-4eb4-bbc4-76c2e3473045,682,4
9cf93f40-81f0-4243-b868-3005a4450b29,515,1
35dbca15-6fa3-4f34-bfb0-a3a223c69966,499,2
43e03980-71f4-4d67-bffa-470830aa954f,469,2
42dc5778-589e-4f50-97ff-4a664a7b7421,424,4
98c6c004-60f1-48ad-b2a4-2280963eeeed,789,3
4150a99d-a35a-4e94-a18b-51fa907d0a7b,357,2
92dcea76-5f35-46c8-bcf8-89de75b15bb2,500,1
69bbdbed-c8f1-4f2e-83f7-c53ab75d09fe,521,1
a83d9c30-0481-435f-99a8-dd8233b0ba9c,634,1
b555751e-9c88-41bd-bfd8-b512f164ee75,510,3
7bc42d15-441f-4adf-b316-cd0fa2165f6e,339,5
611cac8d-fd84-45b9-a27a-4212a85922db,396,4
0f41b104-d904-43ba-8154-a1cb666cec84,471,4
f80938d7-3278-4232-bcb6-e02ebe9dc3c2,491,1
9096af25-95bb-46f9-8485-368c4fce6875,665,3
9fd10bf7-129c-4656-9156-dae593c71d55,638,4
71492c70-c9e0-47a8-a531-192c08bb8803,569,4
87d1598c-357d-42ef-ad61-19dac5998150,820,3
4ad4a080-0ef0-43b4-8c80-9ffb35868c7e,549,3
5c762fac-328e-42c6-a07c-0ec9f25ab139,471,3
b0c8a32c-7e56-4bb0-8861-fd06a9bf90a9,385,2
5c1564eb-447e-4a5e-a233-7e48983d96bd,850,3
67717216-148f-4378-a37d-a0f92872660f,582,1
4de42597-0c94-4dbf-b6e5-25db4360d379,432,5
f98e1651-05c7-4931-b02c-e8dccc526913,481,2
6a561b57-0e0b-4d4a-823d-02cc3ffdd650,558,1
7f58a9a1-25bf-4664-91cd-2dff1d5e9b05,494,5
07d3db03-e0ac-4620-9bb9-01d0085f5f2a,370,5
65718311-80e0-4265-a50c-792004df914b,533,2
