user_id,age,income,purchase_amount
226b1bfe-50c7-4200-afbb-d429ea8c4a74,36,31184,12032.19
61c178bc-ce62-4c9d-a62d-0ebda085906b,39,56131,15609.63
aed81927-0a13-43e1-88bb-0426578d35bb,52,97672,21788.16
b175ca4e-fb4e-4595-b359-177543802c29,51,27391,14322.36
4742247d-afa1-4caf-8e25-7364e7b351b0,61,69023,16640.88
527b27b9-5702-4a61-8f53-df883a462e75,64,96440,23198.95
9e763aa4-9810-4a71-9918-65dd4cb92232,48,26708,15127.47
6978bc4a-660c-46a2-b7b1-a14e06e3e8fa,50,114532,21995.33
7a9f3227-e828-4bad-8e0f-75793a72ecfb,40,122232,19134.39
6b24548c-0356-4820-95da-3c2fb4122a49,41,154636,22841.15
1630c7c8-8c91-49d1-90d5-ec67bfa3b3aa,25,74381,12794.21
6fc90b10-c190-4015-81cd-d611446a0cea,31,39450,13045.87
a991b2e4-fb7a-4f88-9d24-06baa2b09dee,31,62157,12915.9
f03d8072-679b-4bbe-92cb-4e3dadc9fcb7,47,45270,15888.44
47fb3d84-1c72-4218-8756-59277a2f4a60,41,67021,16367.35
71d398f3-e162-41b5-8967-b24cd940fb58,68,63774,20287.58
f7c35abd-04b5-4f91-95d0-59c6537a4fe2,67,25000,16145.53
6f78253c-5a50-4682-9c6c-e96436a23129,56,58003,17263.58
87bd2314-88dc-4baf-ad23-8eeb3de10ec2,56,47737,18200.51
60d2d547-d520-4599-8c9d-b93e9af85605,58,51049,17004.62
59a46a2e-1fbd-43ba-9147-22614ed9752e,43,25652,13957.97
901be3ac-fc1c-4802-8bc1-aa78c82cad51,43,26682,12928.65
2b3249bf-073b-4b60-bd4c-40fb9166e8d5,33,50861,13800.53
af478cc0-1db7-418e-8d49-7fb2ce51503e,40,112359,17197.71
fdddd8d8-0e2c-4733-b922-aa8702096de4,58,26531,15707.48
c10ed93f-8450-4a21-93da-1e949cef774e,46,25000,14023.48
79c3e21b-7978-40c8-8c7f-70ddcd400436,40,102564,19259.98
9533e2b8-4086-42fb-88ab-186afa240a1b,41,53968,14270.99
b174a50b-2568-478d-9df7-03aa4950912f,46,117964,20642.72
0ad6b9e5-9351-4b99-8fe1-d90264e8fe1e,58,29861,15848.85
4258d29b-abf1-41dc-9d2a-7f852e21fbd1,29,75664,14779.82
e535fc63-aeb8-414a-92fc-a8e7ac89b3ef,41,96178,19081.02
b1e0e489-6c9e-42db-bd67-829746a19aff,55,32648,14834.73
aca2498b-2086-418f-bd16-3ac048b908a2,27,56886,13087.85
d154395b-6c11-412b-b7a6-899e1c715680,60,47654,18896.41
18c2ef1a-c605-40f1-9e20-ecd0bc69f499,35,25000,11356.76
0187614b-8c5a-4502-8bd3-1276cca391aa,53,25000,15363.52
169b70b3-2372-4fe7-ba13-a5e411d99285,46,25000,12147.71
23b7969c-66ec-4b8d-9826-6828cb3c4bdf,49,71856,16139.14
0058ff44-9661-40bf-8b6f-9b9f27b55f92,30,40345,12338.76
0c8b4983-3cd4-4d71-a8b1-3ee316a63385,46,38257,14595.71
b9716a31-c746-4bbc-ae2f-75d32c79a4aa,40,34071,13077.54
32b77995-f242-4d80-b8c5-8bec22249dd0,59,79528,18551.15
35e6d12b-60f2-4460-a4b1-c032439bfa8d,38,30350,11846.26
3aa5b11c-b69b-4538-a9dd-90f2f7d29b55,44,106372,20804.82
f4b39f76-4ff3-4859-920f-5c6fd5f5643f,41,80205,15248.77
5c54e282-3f7d-46a7-ba73-9cdbf01d062a,49,36145,16330.66
bb689636-50f2-420a-bebe-6538c8fb029a,59,25000,16301.6
9970d0ae-09ec-40af-bc26-5820c5ebaf39,45,57665,16669.7
4ad8de76-f8e3-4fe4-a2cf-7f2d1c41bd2b,50,111513,21155.35
df1767f5-4ca4-4815-b444-493a1390cd96,32,25000,12851.39
db886dc7-0f58-4883-a04a-2707a7ec4c33,45,39662,13275.91
247f45b5-96d7-4c6a-a3de-7540b172453a,30,25000,11762.86
2070a949-9332-43cf-8bf1-45a30614ca92,34,25000,10101.08
8fb9cc95-aa9c-4745-b7e3-c1a7e9e5fc37,59,200000,27111.48
57e491be-fa25-42f0-9fd5-6a4b7dd21979,44,25000,12675.25
70c1c7bc-6e0e-4efc-8e11-d55ea0ddf620,37,78988,17823.0
1bd90b64-6aab-40a6-af2b-f5b867e30099,45,29786,12764.22
256bc395-18e2-4b36-a3a6-0d4c473ecea3,28,25000,11781.1
f62a72e2-9f79-457a-98d8-69cf339e5471,65,40290,18774.64
34a64365-6b75-4fc1-8f6a-ae9b74b61ba2,39,54793,15369.64
4ff0b6dd-afb4-4b30-974f-412000958dc9,48,34257,15479.36
d7321c8e-dca7-43c8-8ee6-688735fb4fde,41,36969,15364.69
b837fe07-6290-4b2d-8244-f51b2c9fe76e,44,30553,14475.86
ba1dd633-f6a5-4973-ad15-7df4d72c07a5,32,90447,15624.61
901a3a19-63dc-4e9d-976c-f07d22264fdb,41,74689,17813.91
6f7498ab-944d-4e8e-8af4-74811cb8b1ef,53,96930,19192.34
2cbe8be2-d106-429b-95f5-b74ecb9d864e,37,60194,16485.35
7baaa3a1-f4cd-4a74-88db-b3201c5dc27f,43,51046,13484.91
5605a33b-d728-4096-8f3b-865082b54152,66,25439,16429.45
9588876d-28d1-4d70-9e6f-9d4e93e32b73,45,56973,15969.62
ecccd09b-4747-4741-b9d9-8763db7411e7,34,26610,12876.12
dba15407-7533-4c57-b650-e2217638c5ec,58,28491,15189.51
1e20348b-5bad-4ae9-b11a-e426e0b9d56e,55,55808,17226.38
7dc5d1bb-31bd-41ef-92d3-bceae2037126,55,33084,17117.43
1ec5ac45-9612-4c61-b093-7c93cda7d1c8,48,25000,14146.42
ee63ddca-6b0a-4d27-88b8-10171c38f639,47,47354,14639.54
d516a4ce-5758-458a-80be-8140312005cf,61,37259,17447.85
7c2b1811-f6d9-4ab9-b99e-ed0158928d3d,42,105266,19112.86
d51cf4a2-3b0d-4a24-b815-c96700fd14f7,57,55917,16919.59
77f3af94-c80d-4ba4-b114-0a87c9d708cf,48,44870,14322.4
ae70f5e6-3532-4bca-9247-802ae29a07c4,54,31580,15825.19
f50f3c23-fc0b-4d20-b5dd-6e73eac5a0f2,45,51552,17039.44
c9828eb9-2b9c-41bb-b94e-1d9d7258d302,42,54828,16321.44
2489eca9-9c6f-4152-9edd-d4e17369c943,35,139381,22386.64
14681819-af9c-4957-bdab-f823f4c274a6,34,42595,12878.91
6be7012c-e9ce-429f-8ce2-8c79767959da,58,44786,16583.08
cba8678f-272e-4ef7-bbf6-e60b026e3752,35,25000,13687.47
bbb48af7-a078-4cf5-9128-9099f38e2b32,51,74144,19575.59
b0370233-e401-4918-bc60-cc1483bce711,41,30896,13504.77
0c5e8b42-bd98-4155-b60d-1e81458409c9,35,25000,11649.36
94f30f08-a84f-45b2-98d7-6125a43c7079,58,61275,18739.64
48949fd4-e24a-44f1-acc2-9335f85ca740,64,97487,22510.87
2d12ddac-dee4-4633-8f77-4aeb206d040d,25,25000,11337.66
1da5e1c1-0f13-4992-a692-526197e7185d,46,54907,17363.12
d9f52825-4349-48df-896e-7e5b623a7c42,52,34160,13653.68
275e633f-9d82-4d18-a54f-026de483bab1,45,64148,17801.91
5363cf1c-2865-4334-8f8c-f7a28b6c0d2b,72,38166,17681.21
176cdb3e-0597-4aa9-b666-440686b7dddd,72,95654,20921.68
69bcb3e5-c399-4022-8d07-7df6524b3b26,49,94307,19661.71
ca6326d5-ea41-48dc-b7b6-2e67b30a85e1,36,43969,14931.29
7efefafa-ec99-477b-b59e-5e4617c51cc9,34,82954,16515.89
8e6cb58a-196e-47a1-b31c-6a00c85463d8,25,117068,15820.0
f0b8b738-3fd1-45ca-8607-09a5541bb845,59,25000,15267.21
69bbdbed-c8f1-4f2e-83f7-c53ab75d09fe,33,45569,13056.17
5d360d3e-abb7-47c5-9ac9-f379c556de5e,53,29828,13541.36
216014ed-19a2-40ca-b554-1d80e25aabdd,54,97421,21403.99
e71d9994-af02-4644-afe1-92ae65dfd2b6,39,25323,11991.38
7ebdf14e-27d5-4bc2-a8af-c4b52a44f2a8,35,90563,16370.58
f3ee4285-dd85-4e58-ba34-49bdebf95d7a,44,49561,15316.9
1bb575e1-56ad-4b3c-867e-e8ce77932be9,42,43717,12837.79
eb2dd32e-eb07-4627-be53-1dac76eac8f5,57,31268,16156.87
a81523e3-7f86-4ed0-8e6f-565443c887b5,70,25000,15326.97
322d0c15-cf7d-4cb7-b9d7-ba76b653b43e,49,40890,16910.86
01d129b1-756e-4e76-b1b1-ea2376ffece7,56,60597,18913.45
01892211-3a65-4390-9fb6-d0d84eebb6e7,31,25000,10495.9
bce11d28-1e75-4f5b-9f1a-678a76bfb86f,63,27610,17132.63
e71547bb-778e-4ae5-8045-8d96c740ab2b,75,31294,18650.92
615ebf90-92d7-408d-ad0d-b9ff82e9a023,52,59052,16629.78
e287aa02-817e-48b0-a6d2-c5830e3fb854,35,25000,8651.48
c6860aae-e723-4db3-b432-34e238bfe211,43,25000,13199.42
0bd9143c-b241-44df-8669-3f82132da7ab,33,39622,13918.13
c47e0a03-1f39-4fd2-81a4-7dfd0bc7111d,34,200000,23357.55
05559472-7257-42e0-a0f0-b8fd8a77250f,36,61494,14044.41
0d53ec4a-620c-41d2-b84e-42acff6931ed,59,37665,16315.0
9f759df5-71b8-415b-ba43-172fb3a0f46e,38,66727,16014.96
a4e55f99-634c-474f-95b0-2b1404281fa0,48,44648,16247.55
e077b220-5b24-4c88-b2a2-d7aa46aef868,37,88169,16396.87
4b3d9752-01aa-4130-bbf4-bcc6c239c46f,42,47854,16159.59
b2d2497d-e700-4b66-99c5-6e2aef9a76bb,26,27382,9473.89
f15fdf4c-8d6b-4262-beff-d238e8b88bc2,32,69827,15397.2
f2e45f2a-70bf-4b25-855e-3fadf9bcba21,49,170561,25376.0
81c1b0c9-368d-4c1f-9b8a-81d50f9891ae,47,200000,27876.3
16997ac7-15fe-4ce0-9f7c-ca03541e92f9,52,49692,17062.72
2f63a0aa-b802-4483-b768-8dd34e896032,61,25880,14711.65
c2ede13c-ee8d-444f-a36d-521eb05319fe,73,25000,17252.88
b90953d0-69f5-4dc6-a116-dddc041d24dd,44,34167,14238.49
289b323a-1d77-4d3b-bca6-65008221ad07,29,36950,10633.67
61fc5a34-1f3b-493d-9964-e94acf4d522f,46,42915,13353.95
eb5c4717-f636-4d47-83b9-296e06ebcfe1,67,25000,14783.96
ec36dad1-5c21-43b4-b3a3-42af778143f2,36,71891,16164.27
b555751e-9c88-41bd-bfd8-b512f164ee75,36,27341,11397.55
fbdefa69-4e15-430a-b502-88f8b2a2c5bf,43,45846,15794.88
ed767ce6-a928-4987-955b-9ab63198b49e,49,39290,15577.63
6bcca2fe-6c4c-4baf-9e58-239acd3d0b48,58,37868,16016.07
bf36d3be-058e-4d3c-8a69-24564654e30e,55,56837,19570.43
ac3a6a0c-7a5a-49ac-9b85-ac73c2eb964d,52,25000,14817.59
f8e87585-9fb3-4c03-8f21-54d127a3000a,25,70962,12777.58
99b1788f-dff9-40e9-b61f-fac01c55e35e,43,75634,16753.06
34c5fc9b-7c41-4e5f-8568-d33dc389068a,33,30686,13829.34
d8297d4b-5bc2-439a-a597-76767834ede8,43,59416,16183.48
be78b933-5124-47bd-a9a5-e0eb46c02c97,38,57208,14669.27
fc6ad8a3-71f0-4687-a0fb-a360d4f5f25c,43,28537,13885.41
aab5d1c6-ce2b-4f6c-bd34-99194427c886,55,34327,14569.71
8cfa05f5-7515-43a6-9874-557893d25661,43,25000,16219.15
7ffd83e6-bdfa-47da-ad2c-1c186e1e65d7,25,89636,15446.46
f08b774a-29e5-46b3-988d-82c0485d9d0f,52,48124,16289.74
77b7ba8a-ec40-4c6e-ae4d-c28ed0d46f54,35,26660,13324.54
3b39b2ff-4a9f-4ebe-9ecf-fac12e82887b,40,74316,16635.06
d2bac214-559a-4072-8f13-75bf8ecf00ed,41,40037,15989.2
256bbdec-9708-4f66-9f64-d1752f97392c,31,35360,12087.93
08667de3-9c12-4965-b53d-51de13d46c23,25,35555,10648.96
43b6f257-f474-4d81-85c2-e0fe7c4fd5de,45,75889,18714.2
b7c359da-17cf-464f-b772-55c77ca10c9b,53,35442,14929.78
03910bfb-64f3-470a-afce-af496813b41e,55,83626,19410.11
f3de2abe-85fa-498d-a75b-f44ad7841044,25,32388,12154.04
80b5c85b-3edc-4ba5-9efe-5d7270ddd51a,40,36656,14144.5
1c034571-1dc2-48d1-a02f-ec3c58a78ca8,53,76278,18633.48
938b9baa-320e-4035-9ca1-ebd93e871de9,69,45878,19405.56
91cc45d2-be52-4b95-931f-aa4600d6823d,58,63252,18467.44
c8b15a2c-aa32-4946-8435-82b8524f8abc,30,25000,11008.95
b359c8dd-a79b-40de-878e-cecd101fec60,39,100088,18225.62
c29c097f-d959-4f1a-a894-51e6e69af62b,59,99610,22126.48
06a2b337-0495-48be-ad0e-6f17ae833c2b,35,27457,13630.96
a0c66476-3522-494d-9746-933eeb5ce08e,25,30914,10141.41
44f27d39-b997-4804-866f-587fbab16e43,39,26520,11719.84
6cc7882e-2793-4552-bd4e-98aa0611b457,44,33854,13598.73
d3cc835b-2245-4740-9635-d6b5de107e42,50,76977,19290.26
a27a9014-3b2d-4cc1-a50d-0db30dc5bb47,38,59650,15911.63
fb1a3d2c-ae0c-4eab-a103-c4b03963546f,54,25000,14069.93
b4adbf4d-9442-43cd-894c-69467d3454d7,41,91650,18787.32
95d469ac-95d6-43b0-8c0c-405d62cbb654,51,56311,16772.21
3d5d715b-15f8-4378-818c-d930c31da867,45,95662,19614.8
73ad6176-804a-4c9e-bd04-1a267680f92d,25,60605,15047.29
4da352e8-df99-460c-90a5-f6cf0bc54cb5,25,69710,15794.78
11530e02-484a-4484-8ffb-623e0fc83908,25,32184,13313.4
c4d16782-1514-4ecf-9a20-47e86d6b22d6,49,98659,21174.58
638386da-1447-4e21-a2e7-78f647a76d62,45,63212,17273.88
67717216-148f-4378-a37d-a0f92872660f,32,25000,11784.63
a8865a1a-7a96-46ff-9d0f-d00902555f27,51,37278,12539.9
507c02f5-9841-425c-9c90-0861ed01f5e9,32,47874,14936.96
9d0415b9-b6e9-4ca9-8329-e68b1bd11db2,25,75594,13170.68
ff9b8ef9-943a-4186-9a04-1af17d852ad6,46,52053,16152.12
4aa74f64-17de-4e52-97b3-7564acabf147,58,76576,21397.61
e34ee297-df4b-4ebc-8ca2-c8a996c93f54,53,27474,13908.65
cdc53966-1ae2-4fcc-9382-2248b7635c5a,34,34063,12008.69
62a6fe17-0fcc-499e-96c4-e5532f8d9d28,25,37752,11508.84
fab091d8-e4cc-4d69-bbd8-ba6aeb507d32,44,63959,17059.65
7bab1688-6be1-4c98-9f85-95946982a80e,62,44062,16776.42
85ab7746-cbb8-4b34-bdd6-03ddf8aa1763,56,25061,13188.6
67cfd150-ec1a-49eb-b1af-609e368358f1,51,38985,17582.6
90cc02b1-724d-49df-b6c7-4432511437c7,34,52961,11734.37
490655bd-c31f-4625-b6a6-8713430a1c4f,30,25000,11884.62
8f16a4be-6e16-4679-83c5-2d86f3e98d2e,53,41592,18018.52
d13d4c56-05ce-49b9-97a7-cfd12b0d0fac,27,33724,11592.42
7b07cbf8-149e-40cd-8975-c4d75395ee12,68,65928,21540.25
47e3704f-4e66-449e-9a96-fccf914b7005,55,37347,15373.98
69762588-51fe-40d5-af19-8e29c249a18a,34,42787,12279.33
86665bdb-bf1a-443e-925f-967518b090ba,43,50089,16198.97
de121e92-4082-41c1-843e-9a537b591ed1,25,53629,13267.72
3591d4b5-29a3-4938-9b65-853677a222c6,41,59322,16976.25
c1477510-8848-421c-b525-ec798a8322b0,60,35570,15735.96
98866f49-5169-4df7-8324-159f20ccc67f,67,39231,18065.26
2bfa6800-5667-4735-8bf1-76b95cd4468e,53,68048,17836.57
1c3344d4-a9ed-4d1b-8792-ec13b07ce4ea,25,66644,15841.97
869bc7b8-afd3-4eb4-bbc4-76c2e3473045,50,83261,20549.95
f384ce92-e7b4-4c96-91f9-e11d3e2e1e99,50,34324,15878.59
55c2da57-01ca-47a4-a843-d9bfd87de468,39,47689,15634.22
5a20aef3-1c11-4eca-ba9c-1d5e1680632b,55,70534,17940.05
2361e038-30ff-44c1-b7e8-badc60156381,30,36160,12444.74
d0d0dd23-2022-42ae-ab5a-43c10b460312,53,103319,20050.29
dd3f993e-bc86-449f-81ad-f9cb9e5e7afc,43,27129,15699.59
636a4d9f-42e7-4811-8657-688b39f98505,51,42457,17487.06
b47148b3-7060-4355-bb3e-097e9042acf2,73,34903,21263.8
6aa39052-c012-4018-92dd-240d44fd9a19,49,111858,20220.85
84d5f2f0-f85c-4814-b3d1-5be9d616d2b8,39,25000,13659.17
5878df8f-89fe-4440-92e2-6d6344b26178,33,49678,13977.56
a9f9525e-54b6-4c9f-9032-c2b0d51acd94,41,88391,18138.41
295287bc-b484-4e80-bc0b-07c73fcc2484,45,38155,14592.7
cbac3214-16ac-4ff6-95a2-fa5cb2ca524c,38,65796,16443.75
d32c5910-f299-480d-88c1-b88717150811,68,27160,16175.51
51797721-3831-4513-8b4c-e324f18cd857,51,158011,24922.23
b57b158c-f8bf-476f-876d-4fdd0ea20683,40,66620,14741.7
e759ada0-b4bc-4404-9df9-8d1687e7b763,61,54901,17558.55
a642704a-70b3-41b6-8d8b-7c0ec2b967cc,25,95483,15682.46
e38df36e-2485-4a45-ac6a-b35316323f1d,60,59629,18555.92
3fb96e1e-7030-47de-a834-0db1f4c72d77,60,191767,28211.03
9d926bbd-8022-4665-9695-5f542bf027a0,69,32760,17076.66
c36dcb08-3f9d-4b79-aadf-87ddbc463e9a,47,33709,12701.75
d79fd52e-4fb8-4934-861e-a0c313fa1ada,58,25000,15284.98
3d9ca2a8-ed0e-4af0-ae34-d119598d0795,50,25000,14475.04
0a39fa2b-1eb1-4a60-a268-e81688f019c6,52,62509,16709.24
3ce43f64-e161-452d-80fa-7c6648891a18,33,77052,15975.85
be967573-ce5d-467e-8813-d159b7321f53,63,43690,16807.22
2ee6a65d-10ac-4b7c-b8da-5649d250c6b7,49,77063,18434.22
91349620-6adb-4776-98ff-7b265fcd0d67,29,25000,12076.02
e55c629d-fd3d-4e69-8e67-bc150e158375,43,44548,15295.82
60982239-9bdd-4ca6-af65-0b869fdf236c,25,106636,18662.39
8282636f-f24b-4d73-916c-9debb1058f24,25,43649,12278.16
15b09893-89fe-441b-9e6c-46d3e2720710,33,200000,22978.1
5d598092-8d2f-4a3d-a91a-1a3b94bb1cbd,53,91484,18186.27
e76c26ed-baa8-454f-81d8-56f72724e02c,60,25000,14937.52
aff51c64-33fb-4d66-9134-260e7b40958f,34,40771,13752.72
71492c70-c9e0-47a8-a531-192c08bb8803,40,30212,14140.93
4d1f5180-d72c-495b-a5be-56b26e53b054,47,25000,13712.49
47217356-e576-4a02-9e51-26fee2233651,44,55444,18875.4
8636957f-215a-4131-b224-4b6fad91fd1d,47,79335,17844.52
0a4a4f02-18fd-4d36-8a87-738d8341f234,30,39781,12386.89
db0e269e-c32f-4aed-bd2c-8024586c76a8,51,57375,15317.23
5dbde45c-9fdb-495a-aaa4-f08703cb0f56,42,94117,19760.77
83ab8f93-b371-420f-9681-54dcde1e924e,39,60121,16593.17
11f52abc-c7c8-4683-bd90-31e0835a4fa3,52,48621,15365.14
fece93b2-48b3-463f-8b28-2baa51af6545,48,49087,16094.78
4d9c4757-8634-4570-b441-ec28ad073bc3,50,54896,14703.68
a97c1f47-c9ff-48e5-b42f-1330ead58299,42,79782,16642.84
4d7a0500-890b-4988-bc24-c0b728a179d4,62,55615,20346.31
9ff9f00f-2fa2-4a87-8103-c3d27ff4a123,41,181970,24029.43
4ae2b3d2-1524-4e25-95f0-d02c32b9acb0,61,74541,20842.1
641769ea-d7f9-4e24-aa92-07c8fce40ae7,41,38359,14495.93
dfd8198d-a286-4662-b38e-111c67828b7e,53,45844,16131.5
38f9f74f-8bf2-43dc-a6f5-9303a165cc3f,32,127240,21316.15
a8f9e4d3-9f6e-4ae7-8b91-300296afa366,25,32016,10591.44
75176b58-2ed6-4cf2-ad7d-40afca0a4d84,56,25000,15324.27
17b1e318-7de1-422f-a54a-3c609ffd72f2,39,46920,17484.4
35c6a7e9-c626-4f8b-b611-f3314226ac1e,54,25000,15258.39
f3e12002-9644-4107-9b95-418932a44401,61,90083,21236.55
feb48ed8-b15c-4490-9827-00abdb26dc6b,36,28158,14202.46
25550f54-3988-4311-ab3a-67e194edeaf2,37,49844,13121.35
c62bcfbd-4253-48cb-87cb-fef2db975891,46,44068,16189.91
b3ff81d9-ce7a-4d84-aadc-1c72932058f0,42,25000,15483.07
1c78af3e-41b9-4203-a114-9948b4c0a7ef,46,105976,20308.75
c10981ff-5308-4b3d-944f-2a6997ab986a,56,55750,17984.98
5cdc5461-80cd-4c59-a86b-c202a1eaf2f5,33,47892,13839.32
847f1eae-5793-4fc7-b81d-a6fdb23c31c6,43,73930,14639.02
0daa7791-4525-4aec-ab7e-2729eaa63cb4,59,25000,15838.68
0a5719a0-d5c3-48b0-8216-77d817c4dae4,56,58825,19138.27
acd35a6b-e62d-458a-9e83-7c94d74d32d5,56,25056,16406.65
dbbe2fae-9d25-4960-9d30-9278cf3b4efe,37,25000,11945.73
24f0809c-be76-46b3-8426-65065c3a161c,46,36252,14108.38
a7da7678-4318-46c5-bb69-6bdd06296a63,51,41986,14976.96
38e1e7b5-62b2-4388-ab36-0f2fe05e7606,50,131494,22549.76
4eb743ef-1aec-44fe-a347-feb6602c3cc7,37,62974,14869.43
9e9b6c64-2b5c-4067-9b55-a30e4d0844e7,58,42858,17532.78
5a0959ec-0b74-4efb-83dc-93128e0c9f50,53,52730,16715.84
230f0476-4a7f-4e71-a844-e6ad07dce0bf,31,121290,19467.16
f53a929e-fa66-4f90-b558-ef874e047461,53,42646,16171.74
f6a12ff7-425d-457e-b8e2-543274cf835b,61,25000,16171.31
def75907-d07b-4af1-94ff-d1f0ba762760,40,46833,15270.27
027eaf58-bf77-44b8-9bef-2010f4a8dc5b,44,88283,20113.1
a32bf422-8991-4390-b10c-144e7a5fbd1f,61,146071,23885.99
fc57679b-cf5c-4b47-8f3f-1c1914e08c31,27,78982,15992.54
3b02f252-3bad-4a8c-a004-20a174291d01,27,36875,11616.53
964bb40f-54a7-431e-b973-f44e1946887f,53,47599,14626.33
ed327323-7d6b-43f5-8edd-978865a84534,40,25000,12065.07
475678cf-a05f-4874-8fc2-398752e75ade,25,25743,11169.78
5dcb326d-b037-48a1-aec0-b5588b28d2d1,25,76961,15704.74
ca9fb447-11b0-4587-a465-42e8088ee5ab,50,30676,14306.3
36948225-92d0-420a-9c22-7d9ddfb8a2ad,65,129391,26216.0
8f439433-1452-483b-8a8e-efa4d5fbae1f,37,34428,12549.05
9ece9d67-73cf-48cd-b963-079b6955b5cf,36,35049,12075.37
4ad4a080-0ef0-43b4-8c80-9ffb35868c7e,39,52246,14012.66
e7380230-414f-4083-bbb7-385fa27dcad8,39,56539,15577.08
38db6797-c95f-4aa7-b41e-abdb6eb81902,56,31421,14824.45
f2efd402-3542-4976-8457-87a32aa410a8,25,25000,11931.65
7be341e5-a0b8-47f4-9bbe-03ccb1a94dc7,48,142328,22817.84
e9c511b4-9d24-4d68-a714-154bd412cead,66,56191,17143.34
87d1598c-357d-42ef-ad61-19dac5998150,53,200000,30694.31
8ec1c968-0200-4a4d-9057-c03a4646786d,43,72848,14661.14
ac2db0b9-ae48-448c-9cde-cb852bdd4f62,49,101276,22364.05
6517cc05-f3e4-4918-a2a6-275cb553380f,57,29828,14262.88
bd85e562-d311-4bb1-89ab-022a7f7ca618,37,36756,12234.37
557ede76-6d87-45b4-aec4-e50bacb0f54b,26,47747,11568.05
114a8d51-8658-4d44-8624-af88ef07feed,50,40184,13828.49
24064f5d-4fe7-4798-9874-68693ce4bd1f,52,40396,15502.84
9fd10bf7-129c-4656-9156-dae593c71d55,35,39981,14013.73
70dd20f7-6fa5-45ca-aa41-86e06a1f22fb,48,44032,15368.8
d6ad7b96-dc64-4e68-a221-e9494f617cc3,34,63753,13526.84
70368f24-f35e-44db-8201-fc7e13282338,68,26153,18921.26
30546840-7918-49cf-9653-72c566c641cf,30,39134,11348.88
acbf01e8-5117-4a4d-a427-556fa2ff23c1,45,81375,19087.2
