user_id,web_visits
faed1b18-716a-4bef-bbb9-b7c676038e67,48
f16ab536-e9cb-46fd-b97f-c05085f04a2e,64
38be8342-6c32-42e8-901c-ecef147d1620,61
d08573af-06d6-4e08-b9a7-3c6739916de5,88
72e47848-7271-4966-964b-bf2490502fd9,76
712d558b-8634-4772-a542-09b68f50de39,27
3993dcd9-1e1d-474d-a9ef-402d6f153fc3,34
12cb7115-e83f-44f5-b108-56788bf327b0,85
1af53471-5410-4492-b559-04e25b2b9d6b,76
273ab946-a3e7-4405-b41f-837071b5c7ad,16
35a2c408-c1a1-4c1a-ba6b-94885ff5d9c5,13
e7f03f85-9620-4206-aef7-0a8efa955143,34
8ce134a6-21d4-4d7b-a93e-0d2b6acb90a0,79
c4301067-2c3c-4bad-9026-f728f297dabb,86
5fbf8660-5089-4906-b89b-a2ec87adcb1f,50
abc7c3f7-f754-4705-a12a-b89a703356b7,38
279b205b-865f-4fab-8b68-cb899dd87a6c,90
f88cebe0-f4b4-4a3d-810f-8ee539a84ca4,56
a27f7e3b-e502-425a-8acf-f153e2c7dd15,87
03fb7447-cf1d-4645-8463-838962f6f10f,75
e757d41d-2c49-403f-a0b7-4c995ebae689,69
2e4b6026-773a-4fcd-805d-0de7a7e6f2e9,56
9ac40e54-ec2e-42f0-8bba-72d285a65541,11
f263138c-65f1-4c8a-a194-3331709ed8c1,67
dc01a998-fc69-493d-9d91-c7c2d6c7b683,44
16006379-36fe-48c4-bc57-01aafc411a7a,92
403df8dd-4f85-4913-bbf8-154c64c74ecc,22
a7a6d905-3053-4dbd-8a22-97fd20b4ea5c,12
47342e49-1004-4669-aead-e7b8c39a9f2c,10
cf4e4c85-361f-470a-a327-5b2c47896b18,95
9cb329af-2c0a-47f5-b539-7a1d6664a621,61
e7b3c017-5f0a-4a2a-b197-9efcb185deb4,39
7640771f-7e86-47b9-9a6f-340a8c937d11,65
1f6e8895-defd-43d2-b030-2caa864ef77a,26
1455387f-6ac2-4aef-a1f2-63461b2ddbef,47
b686e8cc-be6b-4d19-9a43-faee691e8b7d,53
e8c49da8-93b9-4e84-9897-37d7f25fe71c,80
96351b41-7c00-4ae8-bb98-119ac09be305,71
48f93363-38ce-4cfd-a0f8-eec7b1a06ad1,25
3c30236c-ea3e-414b-a273-7ec62ef1990d,11
99b5ce2c-b8e3-473c-9c26-3d02fae46a14,54
6992453b-badf-443a-9774-91dd4b292258,52
28067c09-dfc9-464f-9966-7df5b535a154,48
3056f3ee-0cda-4081-acf3-74c9cf5cb1c6,91
a5614fdc-1c07-44be-904a-b2795aae0482,98
5e0bae3a-34ea-47d0-b9a8-cc30c765bb6a,38
537f9ac6-67e7-42ba-b235-b792d40b867a,92
f7802752-e6da-496d-8316-efceb6c90110,26
1d2fefc7-b56b-40be-883c-bcb1bacddf0e,51
f0445436-b72c-434a-85c1-d7f9006ee55a,29
8120158e-9c8e-4c45-aaa3-7b0ab3a65178,81
10ecf1fa-d8e6-472c-8b04-b540ad973ae7,51
bde052e1-9cef-4c93-9731-0da8e9ef1b97,39
e4973a04-627e-4a2a-92ec-5e78fa240160,34
4de2ff5e-448f-4b75-93aa-54940e624490,31
2f30e98e-69fd-4d2f-af98-741bbdd6f89d,73
1a4eb4e2-6806-46fe-96bf-89135221942b,81
17cb7ffd-3c0b-495a-b93f-12d94435fd53,44
d4d8b02b-3934-4b54-a247-4b6495b64e19,93
0c90d037-0737-4324-8f30-c9357979a842,67
0956643a-6ac3-446a-ad94-611db091c643,16
c4320cd7-b03b-4cd1-93b1-df800aacddd5,39
794d9118-3283-49af-bd4b-0da81f305ca0,93
cc25208b-9be6-4309-a6c2-828ea832f2ab,17
44ab7b8c-9c7b-459d-ac41-a24a2f85edac,32
9fe42bd1-5515-4ed7-a885-05decb761d9e,42
362663b4-bbc7-494c-b5d8-b512639cc507,90
bacab8cc-cd3e-4913-9444-ac7610dd1daf,78
38b3f80c-8aba-491d-bfa9-6817dcf2e0e5,48
8eaadb57-e027-4fd2-8d27-dd21af2d82fe,11
5b4f3536-abe1-42c5-a85a-2c67a72d2e97,92
d28bd755-09b4-4008-b1ba-473503add79c,52
6f58dd10-08d3-4b6d-a34c-4853204a4d09,44
7386c910-e16f-4cb7-83d5-0bde7acd87fb,27
6854c8af-363d-4aa5-8c1f-3a38bdf13dd2,70
fc9edac1-fc21-40c3-89c8-1999ea37d76c,59
8826c9e8-0336-4b37-a295-65f764116351,96
b5ff6293-2cfc-4adb-9edb-f4c6f5fb2df3,86
976d4a16-0222-4fe7-b16e-0881c89538e4,93
6cf029cd-4866-44db-acf7-50f6dafd78b0,100
2e7fa41c-2975-4c3f-800d-a553b5852432,66
6eda0401-6049-4dc3-a673-71ce96682f82,52
60ec8ba0-3725-472a-9c78-af994117f0ac,54
65983ed7-48be-4cd3-9b26-417c60be2a2e,41
09677fd9-554d-4227-9908-7cedaaea6bd5,100
3be7af27-a9cb-4307-9719-c880591de54f,98
482f31a5-1f31-4a44-accc-5b6fe0b08381,46
2b8fd74c-a818-4f4a-bb65-01b8feebc045,35
bc69589f-37c7-4d99-abaa-804f4d845d34,13
283a3a6a-23a2-4986-88e2-0041123170e2,52
3857d5bd-ed1d-466a-aba3-cf65025e4aa4,48
3b2bcd68-6f2b-409f-bd05-21c3e2f3376a,28
c97fc781-558a-491c-b385-f3f0c70a3633,16
5858a8e3-ec17-4a1c-bdf7-ce018db28b0c,16
8c48dc85-79e4-4358-b3f4-7062b060ebdc,23
d6aede45-6b8c-4af1-94bd-8570eadb1289,13
89e3623a-c50d-41e6-8dc1-9014740be2f0,62
30de151b-0f8b-4e25-9f26-ae930b496def,6
d4aff5dc-d38f-4fb8-a44a-9392947cb15a,32
afbb8f98-182b-4234-91ae-28d203a637ef,23
ff32745a-4294-4e4a-8f78-914281ddace8,45
1d9b647d-2249-42be-bdc9-4371c771ff66,8
c63b3253-dd74-4f89-86bb-0ed46652b8f6,17
68ab5cd7-c30b-474a-8ca0-da2ebb357dc3,65
d2d30e8f-f2c0-4bec-affc-a5d9a58ad475,59
bb7458a7-cff7-4b60-8f3c-ef20bee1838c,38
ff856b35-8360-47c7-9347-f4c9c91d50d9,24
2d980474-8951-4d74-b807-a2f0e870aed0,17
0e799092-572f-436f-a5a9-c4c20c138573,55
6ea4b48b-f371-4623-bdaf-2542dd3804c8,14
f0730fb4-d80c-472b-801b-29faf85afde5,81
805578a0-a5b1-41c4-b2b9-2be44b85197d,98
9488b147-b37c-40c8-b852-17386ad16793,14
c9579716-444a-400a-bb81-d002d3d013df,81
53d36405-98de-41cd-ba8a-d48a359a4e2f,30
3be61bff-523f-4d12-b411-9b9e668842fc,59
2d9ce107-8fc2-4b0d-a262-55a509e683c5,32
773e519e-6b84-4a29-bd0c-81478ff0c31c,64
b5e9e9ce-6eaf-4fe1-a5a6-920d879f417e,47
44c6d3a3-7624-47d8-b01f-8f0526b27590,89
df70e22e-cc3c-4e74-b316-82430da72e09,76
e32e02e4-5ab5-44ff-a239-71f1cf865685,71
73e5f5a3-5297-4d77-986c-bc4fcc4def20,57
9763fa9e-28ee-435a-b381-804600679c1d,21
4d9b108e-5b12-4249-9d9d-27c851696172,29
8002d3f3-369d-4eea-84ea-ba0ec26cec16,32
bd60c92d-cc66-4642-91e8-5ebebcb2ad9d,17
60db7a87-0ba5-4e83-b8fe-eb4a2d52ac5e,100
e5c1ad0f-121e-420b-847c-89c74567a9ee,98
d28f7af9-2b3d-4ccf-9b25-9a77fecf7f6d,16
350a1aa6-249e-4d09-b6ed-7d61f65fcd33,67
3bb04578-375e-4cf3-b186-c6667a08a677,24
61577e78-1582-47f7-a0ec-b4b7982127e0,65
b9493fba-0e65-473e-ae42-2dc32f7f49e0,56
bf6cdd4c-9616-4526-afe9-6fbe5cd429af,14
f1343eb1-1e91-423a-bd46-842450b36a6b,31
8b664b25-4929-4593-a901-6e5645da7174,90
1eb522ba-bcaf-420f-9f09-650b329681fe,5
68d3a06b-6751-4e16-bba8-37855e9536f3,73
21b9c502-f066-4a70-af29-92b591568f7c,12
915c51c8-dc6d-49ed-8c4d-826a3c1e6d56,41
e1e54878-a7f9-4bad-9d6e-2d58abfb8e7d,30
da86a424-af31-4892-9f93-d47c479f0d58,99
2ec50a3d-3d55-4faf-bea0-311b2b46860d,29
a71cb7fb-34e0-4f8d-af42-f1cdcfab55c9,94
9e6693c6-1439-4a8e-ac5c-532c6b5e746e,32
09633378-f262-4e9d-a276-b2a5e4fee719,32
a427ba70-670c-4627-9d82-9eb910cd457a,19
b8c506e2-19a0-4a29-8433-1b32686ce1d3,40
311bb17a-6454-466c-9454-10593fd47f31,13
57ede8a6-4373-4167-8b77-a012947127b2,83
42102408-62a5-44ef-a701-2abc59f156dc,19
d523950c-b51d-4094-acb6-9f6eb3ca93c0,65
e7a1ca59-77f9-436d-9b6d-74ae1472fcd9,37
4ea2481b-7ffb-4de7-9a30-bc82b383b1bd,53
05eec91f-0282-453f-94e6-4c27bb085ec0,72
fde3e151-60d2-4e5c-8714-93578e429970,43
5bc346f2-1904-44b4-9b5b-0c150348ba32,33
c884d9a4-a98c-4bac-901c-45b66757a1b7,75
15d1d028-dea9-4dca-8937-c5f53e35af5c,63
75092c94-8b13-4dc9-ba39-9415daf0a1f4,46
8ff3fe12-0265-4066-9c88-5834e2bfd5c4,71
5024c8c2-bbbe-4a78-8248-a409f38669e7,17
089ba31c-d20e-431b-b058-4387cae9dcc8,69
b059296e-c6ff-47ac-a195-c266c2ed7b00,38
1423c66d-4daa-4b9c-a205-50920d2a2c3a,46
1f430288-8a1b-40cc-b640-6bdb7d66d694,48
4a909174-cf9b-4231-ab3a-f492b96d7280,94
299d012e-fba4-42e4-bfb1-92f38c172457,47
