user_id,age,income,purchase_amount
c884d9a4-a98c-4bac-901c-45b66757a1b7,31,149904,20245.46
b5a49086-3f8f-4c9f-bc71-a0189299b6b5,56,80905,21410.15
16f87381-b7cc-4565-87b7-b3a64d54f7d7,48,32549,15160.63
37714d89-d44c-4997-a40f-c166c8291152,26,25000,10522.15
81de0f14-0ad8-4010-81f6-b4e81ca5c79c,38,76543,18214.45
72bb2335-1c33-40c7-bb7e-4a931efdf9e3,64,46707,16996.57
77c0cb8d-1494-4dd3-88d8-6979a14150f2,25,69872,16140.57
cabbf887-3b15-406c-be49-da0b1f53a578,39,52532,14846.03
98a99c8c-e9df-4a89-ba91-e848f2880c1a,60,49900,17661.37
27605184-460c-484f-a8fb-8f63e1bfc967,34,200000,25558.79
da62964d-d3e6-4b06-9503-3720de175021,36,48840,12020.29
393214cd-632c-48bb-b815-43196c2ab573,43,44553,14849.34
2b8fd74c-a818-4f4a-bb65-01b8feebc045,62,45575,17422.33
bf5f69e1-0a9f-4620-ab93-cc16a2cf9ffb,37,34540,14581.23
68f2408f-f782-4fdc-aa3b-2f8ba4477ae4,39,88794,18441.4
7e500768-0d17-4cab-a1b8-14aa810e7bea,39,39646,13454.32
9b4464b7-6116-4f27-8321-a3b2168a55b0,71,71794,22604.59
76f986e9-f105-4a66-ab31-f56cda1e34cb,71,58148,20799.49
a845a29d-380e-446e-9030-c055602fded7,57,101863,21677.71
2d9ce107-8fc2-4b0d-a262-55a509e683c5,49,63076,17857.57
f1343eb1-1e91-423a-bd46-842450b36a6b,53,25000,15528.58
885fd039-aca5-4979-89ba-c12a72fe3ff2,62,25000,15516.17
cb032611-31d6-4d5c-953c-977d8616918e,33,114121,20323.04
37d556a3-c6c0-4093-a01f-1b423ea7c67f,59,34022,16021.01
578f3aad-7b75-451b-95ba-b2d858ce975a,29,25000,12225.52
75425f59-66e3-4c24-a6c1-b0147f07b222,37,32801,12690.79
02904134-6de7-4d2e-801d-b13d27dd958d,55,104691,22735.47
33387390-aca0-4d19-a73d-ffa75e6553b6,27,25000,10146.35
