user_id,purchase_history
f8116f9c-4c0b-4792-99a1-73c86964d4a0,1
f40f92b7-0de0-42a9-8a6f-637938acfec2,55
b4dbc7e4-c43d-4ec6-9fd7-51f121182e78,46
e2d16038-592b-48cd-b475-ad4a164a8d9b,44
b0f0f24d-1e21-4847-a1b0-78f8f5f6f657,11
6599024d-4231-467c-97ea-7ef905840149,79
3d2c18a0-efba-4b8b-b75e-ec2d807b2378,0
e28dd7fb-56b0-41b3-b383-5f6384d1a979,55
f059d346-17cb-4136-856f-db0f0e55b413,9
7d382dc9-68a2-4c74-b23f-573da1296607,35
6eeb81fd-d717-448b-b4b7-95763e03d030,0
aa8dfb22-d2af-4a5b-b92d-76a79cc08ed7,35
906a16fa-49de-48fc-8785-13f602089803,3
132376a8-2fcf-4a12-80d3-38e32d35567f,6
519db31e-c586-45ff-b8ef-20c9e5460586,11
48af7656-9863-435a-9f63-7e4353d943a8,22
19d24531-195d-4a3c-9845-f73fa633c26a,89
ab0ca00f-5197-4e59-83af-960eb1a3a5b7,5
7ee6fcd7-387d-46e6-a098-ca07e72a1be0,9
9fc7d589-ab36-4e19-8d69-41c0db8265e5,17
7e92bdd2-aa46-42c5-88e6-c1aff17dd1aa,18
10615c38-518a-484a-928b-86f9dbcb10c4,13
f0d2a610-0c88-415d-a406-90fc5295ddab,66
cd38aca2-7ad7-4463-8aea-be866a9194ef,79
fa976d71-8c16-4565-a0bb-fce5a30c0d30,5
540ad8c5-5d4c-4d13-8c4b-d4aa97d87e36,87
7f32e505-e733-475a-856b-bad71f6320e2,45
d3b9bc20-1c45-41d9-bd7e-18dccdea7cea,9
e17a569c-f3ca-423e-820d-774e4d84429e,99
0ee11ec8-abd1-4f22-bd3a-f63909d0d0df,62
9d56cac3-7a6e-42ce-a4c1-5eeaecd75c2e,89
8cd2a651-671e-49f7-99a3-16f6db850a7e,32
e0d41d42-6bb9-4ae0-b564-2ff241f8c6a6,29
682a0fe6-5c2b-43b6-96d7-af15746ca90d,40
2df7b653-aec4-4e9e-8aa3-37494f2e7aa1,28
7cc7d8a2-1ac6-4ac5-a686-ae57eaf4f837,8
448e6a3b-efb5-4ca8-8ffb-fed63f86dff4,36
a53a198c-15d7-4503-ac52-4242d6ef729a,8
