user_id,web_visits
b41ffeb8-6b75-49c3-a9d9-352f7a8eb02a,7
15569d86-11f5-46e7-a414-29c5feb19c9d,142
b3825c93-cf01-418c-a8aa-f7d2a1a71df7,80
49c6c547-0641-4e86-bbb8-625414101c86,99
f2e8fdc0-ccdd-4d5f-a683-e8232735a7fe,32
9268ab5e-f75f-4640-9473-a4b75b0aabee,87
6dfc6dd6-c92d-43e8-9d37-8823c17bcc59,92
be3b0638-0078-4010-ba39-4faac9130d58,34
dd37a371-30c1-4ea2-95b0-6e6f3e8519b2,75
75070c85-9e62-49f1-9ed3-32ef12cb94c8,58
a73ca118-25e4-4a31-a1c2-6141a575afa3,145
2d550d41-b82c-48a8-bd2b-1c8788527113,63
df7ee285-f010-47d2-ab13-5c6a62184c93,78
2fbb5edd-3db0-43c1-9a09-345a6add768b,25
172d8908-05bf-4b51-9030-5f21a865f333,101
f059d346-17cb-4136-856f-db0f0e55b413,34
42dba06b-1b5c-4b87-b481-4bf0d345d0a1,27
11ec7bf9-853c-4a99-b1b1-afb105653a89,46
99d13b6c-10de-4650-a201-1a13f6f8d0bf,58
856f415e-7f81-45c6-9f75-26edb0e6d5cd,62
b8c5ece9-a3b6-427c-97a3-8f6acf09ce6d,136
66089aa6-a809-42c7-97de-141ea607f169,142
65f26582-e96a-4c88-9ae4-e4583f2162fb,93
64a77fce-3997-497b-b552-8609ff1c729f,59
5d3c7397-1811-4b88-9bdd-4460231b44f6,7
e4a9b417-35bf-4668-b20e-f304514a04b4,35
5294c7c6-d49d-45c9-8585-91cde11ba547,133
3448fc78-9d5f-4cec-9ec8-a5e2dafa2932,2
4a1c2499-5736-45b0-a4ba-610f36c0f57b,81
833562c7-6bbc-43a9-af64-33aeab1e9abe,17
f520dfec-1521-48e6-90f6-09444bba58e1,113
5f393edf-2f51-4632-ad83-3c88187eb27a,124
f262bcfa-61e6-46ae-a2b7-0a1a236520e4,34
3657f6a2-12d8-4478-86f1-62b782e9e1cc,117
a83f72a6-18ba-4a33-b65d-a55cc11c63e3,30
74a1e228-496e-455c-a73a-f418ee059176,124
d2fa3bbe-1294-49a4-ae4d-bdaa3b69e228,65
793fdd35-ccfc-4be1-8be4-fd9562732b32,85
556cc9eb-0f5f-46b6-bb5c-8f22bbf80aed,11
66bb8149-cb7d-4b1a-af82-7fbcbcfbd877,137
4837adc5-b393-4a94-ac3b-747e4ba1e2f2,136
d4cbeb7c-89b1-4f86-88ae-b953c7eca8e7,65
eb8baf1a-4a16-435e-8948-d7e102b90fde,23
5dc30619-e24f-4da8-8e86-d13aaf605d05,86
90d8f914-f42f-42c1-aea9-523c4118205f,82
d7d425a7-454e-4780-93e0-fb631b12c037,41
8dcf5be9-7239-4728-ad62-9c9c559b0f2a,135
1a1c4fba-98f9-44fe-9b41-847f74c40f9f,131
ae31c89b-fcf8-418a-8e8a-2428de8c9b96,3
954dc995-f3b5-4b15-ba81-f7265d79316c,15
74802a2d-d966-4c0f-ad31-2a74ba00b184,77
a0451d9d-1469-4546-90ba-5091093d94af,62
afb9010c-5355-4c67-993b-3ddc21469314,97
f40f92b7-0de0-42a9-8a6f-637938acfec2,51
358b3ea4-22c0-4d83-9e7a-fbd72294b24d,101
bdd3248e-388c-4c80-a97c-0a310712ce51,100
2aac4bec-debd-456f-9d02-ca5653737e2e,33
72270ff5-1fe2-494b-9f17-9a2a5f799bcb,127
1216222e-cdd2-4db2-8193-2cf1e1000af6,108
